2015.08.19;360;351
2015.08.21;358;349
2015.08.26;351;346
2015.08.28;342;338
2015.09.02;340;340
2015.09.04;342;344
2015.09.09;347;352
2015.09.16;344;349
2015.09.18;340;346
2015.09.23;337;343
2015.09.30;337;345
2015.10.07;334;345
2015.10.09;337;347
2015.10.14;337;349
2015.10.16;337;345
2015.10.21;330;338
2015.10.23;326;336
2015.11.04;332;341
2015.11.06;337;345
2015.11.11;340;348
2015.11.13;342;348
2015.11.18;338;345
2015.11.20;333;341
2015.11.25;331;339
2015.11.27;334;341
2015.12.02;338;341
2015.12.04;338;338
2015.12.09;334;333
2015.12.11;328;328
2015.12.16;326;320
2015.12.18;326;315
2015.12.25;322;312
2016.01.08;325;312
2016.01.13;322;309
2016.01.15;317;305
2016.01.20;312;298
2016.01.22;312;295
2016.02.03;314;299
2016.02.10;306;299
2016.02.12;300;299
2016.02.17;298;296
2016.02.24;298;300
2016.03.02;301;300
2016.03.04;304;304
2016.03.09;306;308
2016.03.11;310;312
2016.03.13;313;315
2016.03.18;316;315
2016.03.25;322;317
2016.03.27;325;317
2016.04.01;328;314
2016.04.06;326;310
2016.04.08;324;307
2016.04.15;327;311
2016.04.20;331;317
2016.04.27;331;321
2016.04.29;333;323
2016.05.04;336;327
2016.05.11;332;325
2016.05.13;330;325
2016.05.20;339;334
2016.05.25;345;339
2016.05.27;347;339
2016.06.01;347;342
2016.06.08;345;342
2016.06.10;342;340
2016.06.17;340;340
2016.06.22;338;338
2016.06.29;343;338
2016.07.06;338;340
2016.07.13;329;335
2016.07.20;329;331
2016.07.27;327;331
2016.07.29;325;328
2016.08.03;322;322
2016.08.05;320;318
2016.08.12;323;321
2016.08.17;325;325
2016.08.19;327;329
2016.08.24;332;334
2016.08.26;332;336
2016.08.31;334;336
2016.09.07;329;331
2016.09.14;332;331
2016.09.16;334;331
2016.09.23;332;331
2016.10.01;339;344
2016.10.05;339;347
2016.10.07;343;351
2016.10.12;346;356
2016.10.14;346;358
2016.10.21;346;360
2016.10.26;349;363
2016.11.04;347;360
2016.11.09;340;351
2016.11.11;336;347
2016.11.16;333;347
2016.11.23;337;352
2016.11.25;342;357
2016.11.30;345;361
2016.12.07;350;365
2016.12.09;356;371
2016.12.16;359;374
2016.12.21;363;378
2016.12.26;366;378
